name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'unknown';1.250000;1.272073e-01;-3.450022e+00;9.198789e+00;1.886518e-02;3.287820e-03;0;0;0;0;0;0;6.677055e+02;1.069408e+03;-201;1.632152e+03;-201;2.685924e+03;-201
'unknown';1.300000;1.241409e-01;-3.741645e+00;1.028729e+01;1.941672e-02;5.101667e-04;0;0;0;0;0;0;4.458584e+02;1.111572e+03;-201;1.396411e+03;-1.410535e+02;2.351004e+03;-1.377632e+02
'unknown';1.350000;1.145313e-01;-7.707115e+00;1.530177e+01;2.081672e-02;-3.843532e-03;3.823771e+01;3.104464e-02;9.945698e-01;7.185811e+00;8.403554e+00;9.116790e+00;6.862333e+02;1.301447e+03;0;1.766095e+03;-8.176202e+01;2.402587e+03;-7.847169e+01
'unknown';1.400000;1.061457e-01;-1.136209e+01;1.894617e+01;1.954304e-02;-3.713639e-03;3.823771e+01;3.104464e-02;9.945698e-01;7.185811e+00;8.403554e+00;9.116790e+00;8.742518e+02;1.456389e+03;-1.123410e+02;1.931483e+03;-8.176202e+01;2.504684e+03;-7.847169e+01
'unknown';1.450000;1.063455e-01;-1.075724e+01;1.842229e+01;2.498697e-02;-1.585503e-03;0;0;0;0;0;0;8.812947e+02;1.395917e+03;-7.279973e+01;1.923296e+03;-7.604003e+01;2.687433e+03;-7.526734e+01
'unknown';1.500000;1.307931e-01;-6.079485e+00;1.248477e+01;2.862044e-02;-1.244480e-03;3.479406e+01;1.019245e-02;1.572612e+00;2.960030e+00;-5.097814e+00;4.269351e+00;6.286445e+02;1.197923e+03;-6.538359e+01;1.550241e+03;-6.802096e+01;2.612044e+03;-6.822983e+01
'unknown';1.550000;1.584403e-01;-2.976393e+00;1.105903e+01;3.054544e-02;-2.328590e-03;3.456910e+01;9.836189e-03;1.349659e+00;3.337003e+00;-5.082256e+00;5.491263e+00;4.274774e+02;1.046097e+03;1.269959e-01;1.391262e+03;-5.138367e-01;2.474445e+03;-5.364267e+00
'unknown';1.600000;1.612290e-01;-3.426395e+00;1.391607e+01;3.295681e-02;-2.959667e-03;3.411620e+01;7.046232e-03;1.451903e+00;2.746549e+00;-6.049328e+00;5.992226e+00;4.376062e+02;1.120113e+03;-1.615376e+00;1.379664e+03;2.789565e+00;2.476980e+03;-7.607601e+00
'unknown';1.650000;1.530657e-01;-3.415070e+00;1.687528e+01;2.842433e-02;1.246133e-03;3.370314e+01;7.017663e-03;9.605014e-01;3.457441e+00;-3.858151e+00;7.720102e+00;4.471871e+02;1.170791e+03;8.227488e-01;1.364671e+03;7.006429e+00;2.512348e+03;-6.897354e+00
'unknown';1.700000;1.251473e-01;-5.229669e+00;1.934524e+01;3.331536e-02;-1.473485e-03;3.349512e+01;5.964660e-03;9.888749e-01;3.140688e+00;-3.261656e+00;7.612609e+00;4.730417e+02;1.270723e+03;-6.468784e+01;1.445791e+03;-6.050069e+01;2.684095e+03;-6.976292e+01
'unknown';1.750000;9.020802e-02;-7.561865e+00;2.214465e+01;2.512087e-02;1.143232e-03;0;0;0;0;0;0;6.154944e+02;1.248721e+03;-1.320397e+02;1.581571e+03;-1.294726e+02;2.759078e+03;-1.339608e+02
'unknown';1.800000;6.427053e-02;-1.117796e+01;2.584479e+01;2.103717e-02;1.587278e-03;0;0;0;0;0;0;8.079160e+02;1.303105e+03;-201;1.820727e+03;-201;2.896779e+03;-201
'unknown';1.850000;6.130652e-02;-1.265952e+01;2.674990e+01;1.575391e-02;-4.491154e-04;0;0;0;0;0;0;7.881890e+02;1.239034e+03;-201;1.777517e+03;-201;2.816788e+03;-201
'unknown';1.900000;6.920973e-02;-1.116825e+01;2.694473e+01;1.264512e-02;-4.420419e-03;0;0;0;0;0;0;6.446198e+02;1.398502e+03;-201;1.590095e+03;-201;2.695851e+03;-201
'unknown';1.950000;7.066453e-02;-1.091934e+01;2.729183e+01;1.772347e-02;-7.383430e-03;0;0;0;0;0;0;5.852653e+02;1.433189e+03;-201;1.560756e+03;-201;2.688752e+03;-201
'unknown';2.000000;6.966981e-02;-8.960934e+00;2.476625e+01;1.057596e-02;-2.227149e-03;0;0;0;0;0;0;5.910843e+02;1.485341e+03;-201;1.531083e+03;-201;2.719263e+03;-201
'unknown';2.050000;7.777166e-02;-9.085262e+00;2.069141e+01;1.935152e-02;-6.270412e-04;0;0;0;0;0;0;5.487873e+02;1.435974e+03;-201;1.570245e+03;-201;2.740385e+03;-201
'unknown';2.100000;7.870097e-02;-9.570895e+00;2.098248e+01;1.636283e-02;2.619603e-03;0;0;0;0;0;0;5.781424e+02;1.418088e+03;-201;1.516659e+03;-201;2.678819e+03;-201
'unknown';2.150000;8.077174e-02;-8.473357e+00;2.170008e+01;2.256599e-02;3.410728e-03;0;0;0;0;0;0;7.113770e+02;1.358349e+03;-201;1.710336e+03;-201;2.732261e+03;-201
'unknown';2.200000;8.288722e-02;-7.503496e+00;2.268516e+01;1.313184e-02;3.481280e-03;0;0;0;0;0;0;7.740962e+02;1.276785e+03;-201;1.730849e+03;-201;2.665326e+03;-201
'unknown';2.250000;1.264217e-01;-4.170058e+00;1.622483e+01;1.243602e-02;-2.477198e-03;0;0;0;0;0;0;5.543868e+02;1.366204e+03;-201;1.572644e+03;-1.414139e+02;2.433382e+03;-1.372747e+02
'unknown';2.300000;1.587230e-01;-4.414874e+00;1.272625e+01;1.136780e-02;-5.394815e-03;3.866699e+01;4.598570e-03;7.136886e-01;6.938839e+00;1.649622e+01;3.247019e+00;3.608869e+02;1.462584e+03;0;1.378699e+03;-8.417631e+01;2.165182e+03;-7.391715e+01
'unknown';2.350000;1.629631e-01;-6.618708e+00;1.417918e+01;1.766691e-02;-6.357325e-03;3.828200e+01;7.636984e-03;9.770086e-01;6.508061e+00;1.602897e+01;7.114828e+00;2.871558e+02;1.621968e+03;0;1.303121e+03;-2.271892e+01;2.033463e+03;-1.329921e+01
'unknown';2.400000;1.571067e-01;-5.913636e+00;1.394770e+01;2.586406e-02;-2.228523e-03;3.787506e+01;9.067100e-03;9.173658e-01;6.578914e+00;1.651142e+01;6.752167e+00;3.005170e+02;1.531953e+03;0;1.296082e+03;-2.012426e+01;2.056995e+03;-1.121484e+01
